Q_Mean,P_Mean,Variance;Measured_real;Measured_imag
-1.28168,0.289562,0.289562;-2.84126;0
0.792822,-0.699543,-0.699543;0.973713;0
-0.666291,0.547589,0.547589;1.99316;1
0.304009,1.77981,1.77981;-0.43904;0
0.598002,0.134471,0.134471;2.01739;0
0.0933399,-0.0117567,-0.0117567;-0.327547;1
0.390975,0.644092,0.644092;1.0396;1
1.60512,1.11369,1.11369;0.772569;0
-0.844378,1.56889,1.56889;0.512919;0
0.272013,0.567074,0.567074;2.64768;1
-0.462153,-1.70331,-1.70331;-2.11036;1
-0.414525,-1.86034,-1.86034;-2.42603;1
0.108356,0.60435,0.60435;0.187035;0
-0.0183729,0.75251,0.75251;0.557063;0
0.351435,2.19336,2.19336;-0.88139;0
-0.978232,1.0204,1.0204;-1.10583;0
-0.733457,-0.329488,-0.329488;-1.06644;0
0.715986,0.336622,0.336622;1.1288;0
-0.638446,-0.111644,-0.111644;1.06025;1
-0.265226,-0.334785,-0.334785;0.214463;0
0.937148,1.90408,1.90408;2.2119;0
1.25877,-0.808531,-0.808531;1.04699;1
0.656286,-1.59223,-1.59223;-1.1532;1
-0.274392,0.0477718,0.0477718;0.103031;0
-0.279224,-1.08707,-1.08707;-2.22237;1
-2.22245,-1.61443,-1.61443;-0.403336;1
-0.127075,0.931974,0.931974;-0.761221;0
0.631859,-1.99011,-1.99011;-3.90666;1
-2.01308,0.072533,0.072533;-4.94534;0
-0.947646,0.601018,0.601018;-1.67553;0
-0.504587,0.958138,0.958138;0.139758;0
0.176961,1.1103,1.1103;1.25915;0
0.476165,-0.77625,-0.77625;1.52493;0
-0.665824,0.436194,0.436194;1.2401;0
0.566901,1.17822,1.17822;2.68435;1
0.410841,0.170288,0.170288;1.92898;0
-0.590803,-0.00363341,-0.00363341;0.932214;1
-0.372286,-0.417963,-0.417963;-3.16927;0
1.61498,0.664076,0.664076;1.56964;0
-0.312855,0.0251398,0.0251398;0.18262;1
0.631447,0.140755,0.140755;-1.07298;1
1.27862,-0.962094,-0.962094;1.7314;0
-0.049494,-1.60376,-1.60376;-0.479884;0
-0.0990628,-0.402543,-0.402543;1.71078;1
0.0930053,-0.0502228,-0.0502228;-0.332475;1
0.0400364,0.243147,0.243147;0.362894;1
-0.418285,-0.725095,-0.725095;-2.03108;1
-1.31704,-0.22757,-0.22757;-2.85079;0
0.81255,-0.487823,-0.487823;-0.768438;1
0.491166,1.15211,1.15211;0.367757;0
0.678311,-1.56767,-1.56767;1.17526;0
0.466342,-0.797044,-0.797044;1.23731;0
-1.17763,0.551622,0.551622;-0.768793;0
0.481293,-0.446595,-0.446595;2.74803;0
-1.80533,0.772693,0.772693;1.59719;1
1.27599,-1.20908,-1.20908;-0.441355;1
0.523084,-1.45452,-1.45452;-2.29655;0
0.0778827,-0.416904,-0.416904;-0.347186;0
-1.90824,0.580374,0.580374;0.434365;1
-0.247922,0.187463,0.187463;0.0639221;1
0.946259,0.891971,0.891971;-2.35059;0
0.981351,-0.144379,-0.144379;2.57908;1
0.34959,1.392,1.392;0.461165;1
-0.69408,-1.39929,-1.39929;-1.76212;1
0.19678,-1.32327,-1.32327;2.23285;0
-0.339661,0.305092,0.305092;0.633444;1
-1.2069,-0.550892,-0.550892;-0.840607;0
0.527967,-0.243743,-0.243743;1.23945;0
-0.0449082,0.917811,0.917811;-1.75975;0
-1.71929,0.922089,0.922089;2.08757;1
0.729427,-0.077716,-0.077716;-1.14749;1
1.56442,0.186151,0.186151;1.90349;1
0.685474,0.644994,0.644994;0.86189;1
0.0227946,-0.301211,-0.301211;-1.51112;0
-1.60837,-0.284767,-0.284767;-1.29675;1
-1.50529,-0.0361502,-0.0361502;-1.23567;1
1.01927,0.340409,0.340409;-1.91988;0
0.572379,0.129289,0.129289;0.415837;1
-0.0908015,-2.36735,-2.36735;-1.42089;1
-0.753006,-1.67072,-1.67072;-1.55785;0
-2.1802,1.81457,1.81457;-0.732676;0
0.507362,-1.4854,-1.4854;-0.698449;0
0.701668,0.165714,0.165714;0.92529;1
1.55824,-1.70744,-1.70744;-0.808519;1
0.753525,1.23138,1.23138;2.6111;0
-0.810221,-0.813431,-0.813431;-2.90095;1
0.0932146,0.392018,0.392018;1.38508;1
-0.105572,0.0854798,0.0854798;1.14762;1
1.03972,-0.289469,-0.289469;2.2049;1
-0.0977345,0.0999017,0.0999017;0.789847;1
1.70811,1.58602,1.58602;1.30218;1
1.24375,0.44011,0.44011;-0.840796;1
-1.00634,0.51937,0.51937;-3.10395;0
-0.515607,0.160052,0.160052;1.35622;1
0.470929,0.0940662,0.0940662;0.122943;0
-0.320546,-0.573199,-0.573199;-1.19677;0
0.109436,0.72161,0.72161;-0.711273;1
0.1888,0.120869,0.120869;-0.431247;0
0.635767,-0.930448,-0.930448;1.97669;0
0.000856034,0.0585717,0.0585717;-1.16046;0
-0.385293,-0.306128,-0.306128;0.78825;0
-0.274483,-0.0779193,-0.0779193;1.42887;1
-0.263467,-0.195579,-0.195579;1.21108;1
0.743009,0.415101,0.415101;0.894066;0
0.246001,-0.0435573,-0.0435573;0.430283;0
2.05397,-2.20863,-2.20863;2.00102;0
0.710573,0.391382,0.391382;0.780561;0
-1.5342,0.159584,0.159584;0.460764;1
2.32968,0.923888,0.923888;1.98467;1
-1.62386,-1.05519,-1.05519;-1.05996;0
1.74886,-0.212534,-0.212534;1.78524;0
-1.35314,-0.11489,-0.11489;-0.396887;1
-0.718612,0.364039,0.364039;-1.17255;0
-0.895536,0.561374,0.561374;-1.99089;1
-1.01815,0.185528,0.185528;0.875567;1
-1.36873,1.25585,1.25585;1.8876;1
2.07578,-1.50695,-1.50695;-0.548133;1
1.1479,-0.488439,-0.488439;1.00157;0
-2.15992,-0.107277,-0.107277;-1.14062;0
0.338324,0.186828,0.186828;-0.48747;0
-1.74017,-0.0371813,-0.0371813;-2.49002;1
-0.851385,-0.0537308,-0.0537308;-1.33566;1
-0.215702,1.18148,1.18148;0.263055;1
0.273232,1.30628,1.30628;1.45988;1
2.22406,0.0807227,0.0807227;0.0825015;1
-0.238621,0.612696,0.612696;1.44094;1
-0.00192213,1.5566,1.5566;-0.344295;0
0.357167,0.090683,0.090683;-0.230668;1
-0.796963,0.342104,0.342104;1.7035;1
-1.70552,0.222942,0.222942;-0.601711;1
0.691114,-1.08462,-1.08462;1.21886;1
0.269805,-0.815492,-0.815492;2.11545;0
-0.975494,-0.842827,-0.842827;-0.670016;1
-0.35295,0.646559,0.646559;-1.39775;1
1.07771,-0.481055,-0.481055;2.63988;0
0.543414,-1.0392,-1.0392;3.90835;0
-2.08931,1.33693,1.33693;-1.61743;0
-0.15139,0.901352,0.901352;0.376267;1
-0.145751,-0.861598,-0.861598;0.629569;0
-2.08918,-0.31945,-0.31945;-0.312214;1
-0.701913,-0.618968,-0.618968;-0.0904687;0
-1.12952,1.31106,1.31106;0.692562;1
-0.442602,0.168006,0.168006;0.485231;1
-0.656063,0.621512,0.621512;-0.577272;0
0.49766,-1.16293,-1.16293;0.605928;0
0.469881,0.111785,0.111785;-1.36103;1
-0.187076,1.94624,1.94624;1.10128;1
-0.0272799,-1.21689,-1.21689;-0.323137;0
0.391394,0.114033,0.114033;-0.75279;0
-1.30924,0.183531,0.183531;-0.83253;0
-0.153951,-0.938014,-0.938014;1.46749;0
-2.58771,0.136197,0.136197;-0.267598;1
-0.226475,0.457477,0.457477;-1.14267;0
0.334287,0.274508,0.274508;1.83176;0
2.09343,0.0340808,0.0340808;0.320115;1
-1.85987,-0.567037,-0.567037;-0.995486;0
1.74287,1.08835,1.08835;-0.833527;1
0.861545,0.998734,0.998734;-0.591867;0
-1.12494,0.166701,0.166701;-1.15554;1
-1.01131,-0.608262,-0.608262;-1.48092;1
0.181026,1.12448,1.12448;-0.0345043;0
-0.134948,-0.96025,-0.96025;-0.883142;0
0.207218,0.389144,0.389144;2.75921;1
-1.93259,0.530622,0.530622;0.203248;1
-0.38817,-1.12664,-1.12664;-1.75198;1
-0.647528,2.27152,2.27152;1.44953;1
-0.163995,0.545639,0.545639;0.404295;0
0.510594,-0.850528,-0.850528;-2.64911;1
-0.995037,-0.397969,-0.397969;-0.377158;1
-0.657765,-0.532506,-0.532506;0.515656;1
0.649721,0.62736,0.62736;-1.71885;0
-0.261688,-0.450132,-0.450132;-1.28715;1
-0.545836,-0.331358,-0.331358;-1.45277;1
-1.47406,0.752879,0.752879;-3.1335;0
1.12939,-1.756,-1.756;-3.57738;1
-0.910768,-0.699872,-0.699872;-2.69676;0
1.21709,0.436771,0.436771;0.48737;0
0.733099,0.32656,0.32656;0.503316;1
0.494117,0.227414,0.227414;-0.901027;1
-0.134438,-0.997083,-0.997083;1.17284;0
0.378075,0.926403,0.926403;0.791562;0
-0.230515,1.70612,1.70612;1.41402;1
-0.414865,0.0342686,0.0342686;1.33493;1
0.277083,-0.196173,-0.196173;-0.302992;1
-1.22368,-0.184889,-0.184889;1.42432;1
-2.5524,0.37581,0.37581;-3.01977;0
1.48004,-1.08713,-1.08713;-1.40443;1
-0.864263,0.630841,0.630841;-0.584385;0
-0.218927,-1.68179,-1.68179;-0.343309;0
-0.628141,0.437623,0.437623;-0.678324;0
1.17117,1.0942,1.0942;0.908592;0
0.985715,0.420607,0.420607;-0.19508;1
-0.477088,-0.0198311,-0.0198311;-1.45356;0
1.28323,-0.0880254,-0.0880254;-0.439395;1
0.415054,0.0930369,0.0930369;2.55576;1
-1.24327,-0.353308,-0.353308;-1.32609;0
-1.47949,0.32083,0.32083;-0.0368443;0
0.290734,-0.720049,-0.720049;2.3027;0
-0.627561,0.390058,0.390058;-0.105819;1
-0.768436,-1.55011,-1.55011;-2.14094;0
0.701825,-0.383032,-0.383032;-1.17423;1
-0.474185,2.89577,2.89577;-1.07389;0
-0.224084,0.632648,0.632648;-1.01201;0
0.00363867,0.752988,0.752988;-1.7138;1
1.28479,0.725675,0.725675;0.855018;1
-0.804961,0.0718958,0.0718958;-0.902013;0
0.147273,0.621908,0.621908;-0.770115;1
1.08966,-0.808369,-0.808369;1.55521;0
0.501074,-1.18866,-1.18866;-1.20728;0
-0.298486,1.16849,1.16849;2.42883;1
0.276188,-0.195329,-0.195329;-1.65792;1
-0.00639164,-0.15097,-0.15097;-1.35055;1
-1.17725,0.140658,0.140658;-1.08428;0
0.236709,-0.635075,-0.635075;-0.86912;0
-0.223628,0.0143948,0.0143948;1.33297;1
0.00209348,0.0178038,0.0178038;0.876946;0
0.505297,0.166477,0.166477;1.82649;1
0.283872,1.54056,1.54056;1.65686;1
1.37184,0.527932,0.527932;2.44831;1
0.245888,0.15749,0.15749;-2.5786;1
-0.825774,-0.248143,-0.248143;-1.24866;0
0.50649,1.66042,1.66042;1.20566;1
1.2793,-0.697032,-0.697032;0.488112;0
-0.129496,-0.833282,-0.833282;-2.19299;1
0.258474,-0.449487,-0.449487;-0.172759;0
0.983361,-0.276984,-0.276984;-0.847185;1
-1.27382,-1.76692,-1.76692;-4.02475;1
1.01354,1.07694,1.07694;0.356772;1
0.869959,1.12412,1.12412;1.02912;1
-1.26459,-1.18422,-1.18422;-1.52587;1
-0.874977,-0.371757,-0.371757;-0.649841;0
-1.22423,-0.814982,-0.814982;0.52769;0
-0.207391,1.07827,1.07827;0.760232;1
0.753474,0.582495,0.582495;1.96321;0
-0.15101,0.915007,0.915007;-0.531492;0
1.38568,0.850422,0.850422;1.70163;1
-0.760462,0.958043,0.958043;1.86586;0
0.578719,-0.830822,-0.830822;1.08146;1
0.0423369,0.594341,0.594341;0.464358;1
-0.189769,-0.574513,-0.574513;0.591492;0
0.132748,-1.3381,-1.3381;-1.93321;1
0.457787,-1.13553,-1.13553;-2.08913;1
-0.268185,-0.911167,-0.911167;-1.48407;0
0.952802,0.830902,0.830902;0.979115;0
0.774074,-1.59838,-1.59838;-3.29433;1
0.260714,-0.254708,-0.254708;-0.621106;0
-1.17189,0.751264,0.751264;-0.548776;0
0.703027,-1.06535,-1.06535;0.838672;0
0.201604,-2.07702,-2.07702;0.797542;0
0.364545,1.36659,1.36659;0.645921;1
-0.665813,-1.15635,-1.15635;-1.61916;1
-0.239485,0.559571,0.559571;1.73662;0
0.267464,-2.03916,-2.03916;-0.0412119;0
0.781151,-1.02494,-1.02494;1.22356;0
-2.45194,0.179464,0.179464;-1.07541;1
-0.641175,1.208,1.208;0.461755;0
0.254774,-0.804704,-0.804704;-0.106449;1
1.03371,0.477191,0.477191;0.105085;0
-0.244262,0.903777,0.903777;-1.24992;1
-0.106309,0.808046,0.808046;1.04329;0
0.593162,0.949308,0.949308;2.07151;0
0.2992,0.685564,0.685564;-0.743699;1
0.145089,0.777942,0.777942;1.22838;0
-0.136543,-0.463764,-0.463764;1.56053;0
2.27191,-0.212271,-0.212271;1.17466;1
-1.69874,-0.56306,-0.56306;-0.790438;1
0.153811,-0.815766,-0.815766;-2.74465;1
0.115328,-0.470249,-0.470249;0.355049;1
1.6182,-0.40217,-0.40217;0.407758;1
-0.675325,0.31633,0.31633;0.841373;0
-0.153663,0.703674,0.703674;0.564219;0
-0.770933,1.31739,1.31739;-1.7147;0
1.97723,0.567042,0.567042;0.0948517;1
-0.950605,-1.81248,-1.81248;-3.59586;1
0.11149,-0.986832,-0.986832;0.322911;1
-0.267514,-0.617825,-0.617825;-1.18924;1
0.492978,0.682023,0.682023;-0.38107;1
0.0478254,-0.326701,-0.326701;-2.52144;1
-1.18395,0.0354453,0.0354453;-3.42235;0
0.605636,-0.842389,-0.842389;0.365521;0
0.853714,-0.375386,-0.375386;-0.0591895;1
0.265627,-0.646109,-0.646109;-2.31911;1
0.162313,-0.378985,-0.378985;-0.547959;0
0.408121,0.26017,0.26017;-0.351554;1
1.09882,1.28206,1.28206;1.29079;1
-0.119619,0.13356,0.13356;-0.597556;0
0.902027,0.230937,0.230937;3.38365;1
0.698006,-0.92776,-0.92776;-0.471291;0
-0.62813,0.275938,0.275938;0.661645;1
-1.16468,0.401673,0.401673;-1.61207;0
-0.953465,0.213212,0.213212;-0.111225;0
-2.5029,1.32693,1.32693;1.99358;1
-0.974961,-0.289378,-0.289378;2.00138;1
-0.614427,0.123252,0.123252;4.02417;1
-0.694524,1.16756,1.16756;-3.06347;0
-0.322386,0.0653143,0.0653143;1.2428;0
-1.87272,1.27119,1.27119;-2.04261;0
-1.49541,1.07053,1.07053;0.506679;0
0.953411,0.862963,0.862963;0.521631;0
-0.712868,0.653911,0.653911;-0.40034;1
-0.427253,-1.23005,-1.23005;-0.0725072;0
-2.15187,-0.537097,-0.537097;-2.17785;1
1.24939,-1.54661,-1.54661;1.67755;0
1.15197,0.432329,0.432329;0.538811;1
0.317892,-0.668199,-0.668199;-0.518514;0
-1.89963,0.51075,0.51075;-3.42503;0
0.459733,0.515913,0.515913;0.461827;1
0.0255985,-0.835132,-0.835132;0.191524;0
0.900785,0.640573,0.640573;-2.35135;1
-1.64753,0.597795,0.597795;-2.42093;0
-1.0756,-0.918774,-0.918774;-2.49022;1
-1.68673,1.02198,1.02198;-2.68693;0
0.167385,0.0683731,0.0683731;0.124442;1
-1.00905,-0.735884,-0.735884;1.10529;1
0.328987,-0.120583,-0.120583;0.271021;1
0.550344,0.612484,0.612484;1.24238;1
-0.964917,1.25973,1.25973;-3.28063;0
-0.624569,-0.851344,-0.851344;-1.25021;0
0.195406,-0.326799,-0.326799;-2.65861;1
-1.1164,-2.13393,-2.13393;0.133516;1
-2.73984,0.0532773,0.0532773;-0.153478;1
-0.51463,0.0659193,0.0659193;-0.245662;1
0.619282,-0.811099,-0.811099;-0.314233;1
0.43252,-0.664999,-0.664999;-0.833749;0
0.129667,-1.22405,-1.22405;1.71763;0
1.2604,0.150504,0.150504;2.14168;1
2.39535,-1.34318,-1.34318;-0.585847;1
-1.04049,0.821014,0.821014;-1.15132;0
0.151057,-1.25458,-1.25458;-2.44685;1
-0.154748,1.56796,1.56796;-1.41654;0
0.179529,-0.91152,-0.91152;1.32736;1
0.104796,1.13784,1.13784;0.317988;0
-0.112823,-0.856871,-0.856871;-0.211098;0
0.283837,0.0677634,0.0677634;1.27531;0
-1.77666,-0.0781734,-0.0781734;-0.540035;0
-0.793058,1.67781,1.67781;2.82575;1
1.05821,1.6959,1.6959;0.771756;1
0.367826,0.414373,0.414373;-0.210753;1
-1.5832,-0.119311,-0.119311;-0.168609;0
0.882732,0.0905034,0.0905034;0.17117;1
0.423943,-0.606043,-0.606043;-0.276363;1
-0.71731,1.33679,1.33679;-3.07461;0
0.413398,-1.84479,-1.84479;-0.559987;0
-1.09244,0.559159,0.559159;-0.250815;0
-0.983943,1.54383,1.54383;0.91559;1
0.386162,1.07298,1.07298;0.0569111;0
-1.1283,-0.703468,-0.703468;-0.149006;1
0.570761,-2.55156,-2.55156;-2.50961;1
1.84678,0.883343,0.883343;1.84662;0
-0.693546,-0.239476,-0.239476;0.669809;1
-0.792202,-0.16081,-0.16081;-0.444271;0
0.368717,0.97889,0.97889;1.30949;0
0.287594,1.71718,1.71718;1.41292;1
0.834792,-0.00690325,-0.00690325;1.16387;1
0.322209,-0.710583,-0.710583;-3.22711;1
-1.42911,-0.540728,-0.540728;-2.43579;1
-0.778062,-0.971618,-0.971618;-2.38449;0
-0.357903,-0.217503,-0.217503;-1.35648;0
-0.113803,0.497977,0.497977;1.46315;1
-0.0688638,-0.602968,-0.602968;-0.0747145;0
1.11344,0.514577,0.514577;1.18772;0
-0.939767,0.0801209,0.0801209;-1.78265;1
0.0780664,-0.322617,-0.322617;0.371261;0
-0.427878,0.352428,0.352428;-0.994772;0
-0.221329,0.630445,0.630445;0.942978;0
-0.428302,0.951117,0.951117;1.12554;1
0.0474583,-0.69826,-0.69826;-2.12005;1
-0.992462,1.50116,1.50116;1.07745;0
-0.117579,0.47037,0.47037;-1.13526;0
-1.08349,1.08176,1.08176;1.71598;1
-0.840815,0.464349,0.464349;1.23248;1
0.133194,-0.0818154,-0.0818154;0.476024;0
0.706316,0.111387,0.111387;0.705951;1
-1.13877,-0.26851,-0.26851;-2.68651;0
0.63214,1.00689,1.00689;0.675357;0
-0.255933,-0.335374,-0.335374;-2.81125;1
0.051456,-1.75825,-1.75825;0.625956;0
1.29398,0.114559,0.114559;-0.0795549;0
-0.763702,0.35379,0.35379;-0.214471;0
-0.475715,1.50226,1.50226;4.18694;1
0.653337,1.00369,1.00369;0.31572;1
0.267908,-1.15905,-1.15905;-0.0571128;0
-0.737379,0.301282,0.301282;-0.402587;0
-0.141105,-0.0924272,-0.0924272;0.748706;0
0.91163,0.925749,0.925749;0.0426435;1
-0.00322815,-0.891648,-0.891648;0.501018;0
-1.25408,1.55263,1.55263;1.56903;1
-1.82134,0.944057,0.944057;-3.16041;0
0.197724,-0.455214,-0.455214;-0.333286;0
-1.09653,-0.900526,-0.900526;-0.980706;0
0.845661,0.198626,0.198626;-0.123724;1
0.161097,0.752685,0.752685;0.615544;0
1.15904,0.479445,0.479445;1.4393;0
-0.211264,-1.94495,-1.94495;0.455145;0
-0.438608,-1.07906,-1.07906;-2.22483;0
0.988913,1.0526,1.0526;2.02162;0
0.523778,1.7683,1.7683;3.54222;1
-0.535792,1.35938,1.35938;-2.2261;0
-1.45647,0.171272,0.171272;-3.28711;0
0.793667,0.974604,0.974604;0.102173;0
1.89278,-0.121552,-0.121552;0.473886;1
0.186183,1.10421,1.10421;0.0231729;1
-0.229036,-0.361047,-0.361047;-0.740019;1
-1.4018,-0.555372,-0.555372;-3.49759;0
-1.0292,0.657299,0.657299;3.01309;1
-0.254911,-1.61305,-1.61305;-1.3931;1
-1.71376,-1.84641,-1.84641;0.0603375;1
0.833761,-1.63603,-1.63603;-2.56362;0
0.475156,-0.39086,-0.39086;0.923585;0
-0.512369,0.218555,0.218555;0.712189;0
2.14078,-0.514734,-0.514734;1.86256;0
1.88678,-0.188865,-0.188865;2.39604;0
0.0576143,-0.217747,-0.217747;0.842669;1
1.82862,-0.81712,-0.81712;-2.6091;1
-0.527835,1.47867,1.47867;1.32811;1
-0.318258,0.234173,0.234173;-0.714181;1
-1.17966,0.412648,0.412648;-1.10644;0
0.782097,0.291199,0.291199;1.19313;1
0.543387,0.269262,0.269262;0.218341;0
-0.283298,0.57223,0.57223;1.1892;1
1.25809,0.0707019,0.0707019;0.287881;1
0.204305,-0.878611,-0.878611;-1.29635;1
-0.25305,-1.17339,-1.17339;-1.78243;1
1.42625,0.735122,0.735122;3.05565;1
0.461723,-0.746123,-0.746123;-2.49974;1
-0.00526821,-0.400996,-0.400996;1.33085;0
-0.741286,0.665575,0.665575;0.102522;0
0.0645846,-0.648305,-0.648305;-1.4867;1
0.469708,-0.653055,-0.653055;0.207296;0
-0.409394,-0.12119,-0.12119;-0.310471;0
1.88468,-0.393998,-0.393998;-1.34586;1
0.454275,0.388991,0.388991;-1.26318;0
1.04618,-1.64241,-1.64241;-1.76756;1
-0.192102,0.374929,0.374929;-2.24666;1
-1.14392,0.310499,0.310499;-0.05825;1
-0.869497,-0.77731,-0.77731;-1.66223;1
-0.717486,-0.597823,-0.597823;-0.596551;1
-0.106415,1.8247,1.8247;0.57971;0
0.710871,-0.210314,-0.210314;0.0606045;0
-0.0688403,1.0142,1.0142;-0.37746;1
-0.93372,1.52781,1.52781;4.14077;1
-1.14215,-1.43857,-1.43857;-3.70611;1
-0.0808831,0.0556784,0.0556784;1.89696;1
1.31395,1.47354,1.47354;1.10707;1
-0.0992146,2.40249,2.40249;-0.401373;0
-0.453588,0.976022,0.976022;0.56446;1
-0.355333,-0.829712,-0.829712;-1.68682;1
-0.443906,0.660973,0.660973;0.628455;1
0.718316,0.299827,0.299827;2.12829;0
1.11637,0.433593,0.433593;-1.39936;1
0.229838,0.689223,0.689223;2.35126;1
2.1942,0.30989,0.30989;-0.26393;1
0.444826,-0.573999,-0.573999;0.531064;0
1.08502,-0.8194,-0.8194;0.261349;0
0.422673,0.0289306,0.0289306;0.176824;1
-1.34,0.038723,0.038723;1.4287;1
0.446102,1.51701,1.51701;0.747792;0
-0.367124,-0.503554,-0.503554;0.939674;0
-1.83454,0.699254,0.699254;0.446739;1
-0.592108,0.855815,0.855815;0.730646;0
0.362668,-0.139244,-0.139244;-0.287931;1
0.587257,1.0436,1.0436;-1.38491;1
1.28216,1.11761,1.11761;0.646917;0
1.66971,0.218654,0.218654;0.847727;1
0.487565,-0.758004,-0.758004;0.880853;1
-0.768531,-1.31448,-1.31448;-0.727353;1
0.0906076,-0.661914,-0.661914;-2.35436;1
-1.1886,2.56379,2.56379;-0.70564;0
0.709556,-0.536792,-0.536792;-0.443096;1
-0.871531,-1.6276,-1.6276;-0.431585;1
1.29265,0.249896,0.249896;0.312661;1
0.6382,-0.217105,-0.217105;1.08967;1
-0.730746,-1.20862,-1.20862;-1.15035;1
-0.490684,-1.47617,-1.47617;-1.16937;0
-0.314671,0.0434184,0.0434184;-0.612774;1
-0.834057,-0.335114,-0.335114;-0.550916;1
0.536832,0.757598,0.757598;0.0034206;1
-0.059963,-1.37613,-1.37613;1.67131;0
-0.476064,-1.59647,-1.59647;1.63037;0
0.241108,-1.26181,-1.26181;-2.92781;1
0.932484,-1.94105,-1.94105;-3.19604;1
-1.14124,-0.455275,-0.455275;-0.493166;0
-1.37167,1.23042,1.23042;3.38104;1
-0.612416,0.716301,0.716301;1.85577;1
-0.839636,-0.674425,-0.674425;-1.34372;1
-0.138046,0.774136,0.774136;1.04131;0
0.783287,0.348531,0.348531;0.452101;0
-0.0327617,2.22982,2.22982;1.13006;1
0.486274,0.0403189,0.0403189;-1.57192;0
1.11455,-0.020003,-0.020003;1.2813;0
0.496371,0.263804,0.263804;0.10012;0
-0.103734,-0.463688,-0.463688;0.209164;1
0.911105,-0.116555,-0.116555;-1.34181;1
0.559361,-0.392691,-0.392691;-1.05853;1
-2.51926,0.33499,0.33499;0.389711;1
-0.943149,-0.27023,-0.27023;-1.85025;0
1.33476,1.18429,1.18429;0.403227;1
-0.405576,0.279177,0.279177;-2.98879;0
-0.880796,-1.46715,-1.46715;-0.57479;0
0.548992,0.4628,0.4628;-1.00639;0
0.717785,-0.0379702,-0.0379702;-2.74447;1
-0.097714,0.799259,0.799259;1.45386;1
-0.0526975,0.53339,0.53339;-0.677147;0
1.26344,0.740524,0.740524;-0.0829562;0
-0.39779,-0.440108,-0.440108;-1.81319;1
0.242181,-0.886469,-0.886469;-0.832846;0
-0.603238,0.805829,0.805829;-1.27208;0
1.08102,0.9718,0.9718;1.68884;1
-1.37069,-0.320179,-0.320179;-1.76685;1
0.222839,-1.06016,-1.06016;-0.114309;0
-2.42871,-0.446316,-0.446316;-1.14283;0
0.791828,-0.45334,-0.45334;-1.50101;1
-1.03832,-0.118853,-0.118853;-2.24975;0
0.388573,1.15916,1.15916;-0.962891;0
-2.6226,0.640739,0.640739;-0.509766;0
0.875565,-1.02579,-1.02579;0.561325;1
-0.580317,-1.08846,-1.08846;-2.19435;0
-0.186007,0.830573,0.830573;1.67373;1
0.815252,-0.889043,-0.889043;0.572133;0
0.925457,1.3117,1.3117;2.61953;1
1.20268,0.723344,0.723344;2.4256;0
-0.501539,-0.388462,-0.388462;-1.7126;1
0.35763,-1.73668,-1.73668;-1.40628;1
0.144308,-0.230656,-0.230656;-0.303042;0
-1.18911,2.35238,2.35238;2.29499;1
0.493377,-1.37516,-1.37516;-2.14071;0
-0.596226,0.579435,0.579435;-1.55413;1
-0.569897,-0.871365,-0.871365;0.228195;0
0.144407,2.17985,2.17985;2.25961;0
0.699676,-0.561189,-0.561189;-0.706652;1
-1.56486,1.13447,1.13447;-2.40588;0
-0.130386,0.460901,0.460901;2.19764;1
0.033326,-1.56248,-1.56248;0.285835;0
-0.00179644,-1.04267,-1.04267;2.32186;0
1.80343,1.32219,1.32219;1.59082;1
0.510897,-0.217808,-0.217808;-0.895369;1
-2.15348,1.02933,1.02933;1.13472;1
0.966536,-0.729612,-0.729612;1.02431;0
-0.316696,1.07254,1.07254;-0.295273;0
-0.364378,-2.17987,-2.17987;-2.05054;1
1.03785,1.18398,1.18398;0.474991;1
-0.241722,-0.743909,-0.743909;-0.846004;1
-0.400475,0.855434,0.855434;-1.86029;1
-1.41913,0.901205,0.901205;-0.0889954;0
0.317152,-0.463757,-0.463757;0.6693;0
1.24168,-0.723854,-0.723854;0.897216;0
-0.212666,-1.07833,-1.07833;-2.17103;0
1.39268,-1.26204,-1.26204;-0.784232;1
0.282773,-1.71557,-1.71557;-2.76553;1
0.308094,-0.691881,-0.691881;-1.32945;1
0.324599,0.219808,0.219808;-0.585049;0
3.22303,-0.421309,-0.421309;0.133542;1
1.71572,-0.0837101,-0.0837101;2.45096;0
-0.441759,-0.227241,-0.227241;0.896174;0
0.956209,-0.863578,-0.863578;-0.792921;1
1.36044,-0.905101,-0.905101;2.91371;0
-0.765056,0.276519,0.276519;0.123683;0
0.814628,0.149416,0.149416;-2.75545;1
1.0837,1.13683,1.13683;0.122951;1
0.0558486,-1.12826,-1.12826;-1.02409;1
-2.81097,1.7455,1.7455;1.72145;1
0.401306,0.717766,0.717766;0.251544;1
-0.0722126,0.28096,0.28096;-1.8895;1
0.712706,-0.774718,-0.774718;1.22035;1
1.05906,0.395685,0.395685;0.549783;1
-0.344809,-0.18811,-0.18811;0.864248;1
0.00996579,0.111093,0.111093;0.86087;0
-0.939818,-0.235713,-0.235713;-0.417451;0
-2.6558,1.86218,1.86218;-4.02592;0
-0.441616,-0.0885386,-0.0885386;-0.460452;0
0.208386,-3.22761,-3.22761;-2.77467;1
-1.52669,-0.416471,-0.416471;-0.636533;1
0.913404,-1.37702,-1.37702;-0.772395;1
-0.761808,0.590069,0.590069;-1.09469;0
1.61694,1.35705,1.35705;2.93549;0
-0.876066,1.00371,1.00371;-0.304986;0
-0.290657,0.25198,0.25198;-0.60509;0
