Q_Mean,P_Mean,Variance;Measured_real;Measured_imag
0.330639,-1.63766,-1.63766;-1.99358;1
-1.11057,0.229196,0.229196;0.845277;1
0.081676,-0.331118,-0.331118;-1.30134;0
1.12745,-0.691479,-0.691479;0.766045;1
-0.0709123,0.441736,0.441736;0.832009;0
-0.269625,-1.17144,-1.17144;-2.01612;1
1.35061,0.0126946,0.0126946;-1.4064;1
-0.301041,-0.907796,-0.907796;0.476968;1
-1.45398,-0.755151,-0.755151;-1.89452;1
1.19819,2.02226,2.02226;2.13491;0
-0.512617,0.670659,0.670659;0.15362;1
0.692044,-0.51925,-0.51925;2.56859;0
-0.35501,-0.434355,-0.434355;1.01122;1
0.657864,0.146721,0.146721;1.50647;1
1.96995,0.621513,0.621513;4.09646;0
0.358459,2.22927,2.22927;-0.17107;0
1.15241,-1.28142,-1.28142;-0.516022;0
-0.509784,1.86465,1.86465;1.7029;1
-0.226529,-0.20989,-0.20989;-0.210294;1
-1.23163,-0.145402,-0.145402;-0.338051;1
0.279566,0.797051,0.797051;0.931548;0
0.926901,-1.39445,-1.39445;-4.17272;1
-0.894265,0.248431,0.248431;-0.0961877;0
1.78839,-0.0965332,-0.0965332;0.516921;0
-0.728606,0.0249618,0.0249618;0.334439;1
1.25201,0.375589,0.375589;2.5888;1
-0.713224,-0.215063,-0.215063;0.215493;1
0.903265,0.327486,0.327486;-0.582744;1
-0.235849,-0.406534,-0.406534;-0.762774;1
0.375825,-0.145825,-0.145825;2.80292;0
-0.833081,0.281197,0.281197;1.27643;1
-0.461359,0.0998463,0.0998463;-1.22748;0
1.93368,-0.688419,-0.688419;2.08839;0
0.259957,-1.85981,-1.85981;-0.668212;0
0.807003,-0.946101,-0.946101;0.779621;0
0.167389,0.0711525,0.0711525;-1.93527;1
0.343103,0.572748,0.572748;1.96203;1
-1.04521,-0.436099,-0.436099;-1.90642;0
-0.696887,-0.1888,-0.1888;-1.42859;0
-0.31554,0.113965,0.113965;0.75746;1
0.776215,-1.67218,-1.67218;2.66976;0
2.22102,0.278575,0.278575;3.49082;0
-1.08061,-0.4692,-0.4692;-0.495266;1
-2.18544,1.1321,1.1321;-0.0953465;1
1.14633,0.279242,0.279242;0.674977;1
0.913391,1.32399,1.32399;-0.0201037;0
-1.09669,-0.0601594,-0.0601594;-1.09382;1
1.09037,0.208372,0.208372;-0.700836;1
0.290951,1.05018,1.05018;0.212603;1
1.41359,-0.821693,-0.821693;0.0257626;0
-2.13069,0.0975748,0.0975748;-0.974395;1
-0.566091,0.227726,0.227726;-0.198666;1
0.366536,-2.31382,-2.31382;-1.12079;1
0.116122,0.839382,0.839382;3.38415;0
-0.118093,1.52244,1.52244;2.02939;1
-0.109019,2.85923,2.85923;3.40683;1
0.448292,-0.662618,-0.662618;1.77917;1
-0.17031,1.1113,1.1113;-0.0405783;0
0.971921,-0.544536,-0.544536;2.17064;0
-0.376595,-0.0649563,-0.0649563;-3.34546;0
0.855021,1.13865,1.13865;-0.294591;0
1.85707,-0.397356,-0.397356;-0.0177319;0
-0.71803,1.39945,1.39945;-1.13045;0
-0.32096,-0.222896,-0.222896;0.645258;0
-0.899798,-0.0109895,-0.0109895;-0.0135763;1
-0.635996,-0.665638,-0.665638;-1.50908;0
-0.0465142,0.21225,0.21225;-0.236202;0
-0.10177,0.387069,0.387069;-0.703979;1
0.785015,-0.24138,-0.24138;0.0493505;1
-1.32702,0.332029,0.332029;0.994797;1
-1.25616,0.0357846,0.0357846;1.80525;1
-0.0659735,0.767066,0.767066;-0.206728;1
-1.45643,-1.02699,-1.02699;-2.01831;1
-0.700626,1.00005,1.00005;0.265515;1
-0.121858,-0.574665,-0.574665;1.13614;0
-0.396555,-1.15193,-1.15193;-0.850489;1
-0.864627,0.155991,0.155991;-3.26685;0
2.43502,0.662617,0.662617;0.965057;0
-0.12432,1.06302,1.06302;2.2599;1
-0.165029,-0.821432,-0.821432;0.163946;0
-0.52191,1.04587,1.04587;-0.567153;0
0.82834,0.0612372,0.0612372;2.3162;1
-0.19358,-0.555286,-0.555286;-0.00400516;0
0.258995,-0.390767,-0.390767;1.76366;0
0.664478,0.051087,0.051087;1.78633;0
0.535232,-0.0532028,-0.0532028;0.0417795;1
-0.695038,-0.260209,-0.260209;-2.1823;0
0.255581,1.2277,1.2277;1.98653;1
-1.80927,-0.895356,-0.895356;0.694071;1
1.92253,-0.123486,-0.123486;-1.05311;1
0.795653,-1.30103,-1.30103;0.978218;0
-0.14962,-0.320433,-0.320433;0.00519824;1
-0.794581,-1.12674,-1.12674;-2.80226;0
0.943829,0.528799,0.528799;-0.389817;1
-0.760285,0.321168,0.321168;0.7599;0
1.1763,0.433121,0.433121;0.917708;0
-0.218044,-1.95267,-1.95267;0.367267;0
-0.21537,0.311982,0.311982;0.84392;1
-0.52321,1.08822,1.08822;-1.01807;0
-0.00401104,0.653913,0.653913;-0.235309;0
1.11715,-0.23353,-0.23353;1.69222;0
0.324775,1.46647,1.46647;2.05474;1
0.969333,0.700845,0.700845;2.22727;1
-1.41311,1.47317,1.47317;4.65565;1
-0.443484,-0.692276,-0.692276;0.247001;1
0.652505,1.02149,1.02149;-0.790251;0
-0.629926,1.32585,1.32585;0.64909;1
0.779342,-1.99026,-1.99026;0.739278;0
0.231932,-0.0636465,-0.0636465;-0.50327;1
1.04947,-3.27953,-3.27953;1.70639;0
-1.04508,1.00655,1.00655;-3.6341;0
1.06339,-0.188418,-0.188418;1.64789;1
-0.337814,-1.05945,-1.05945;-0.795855;0
0.300923,-0.333832,-0.333832;0.252339;0
1.72255,-1.16071,-1.16071;1.62731;0
0.495929,-0.59692,-0.59692;-2.17025;1
0.666798,0.236036,0.236036;-0.684166;0
-0.682219,0.363873,0.363873;1.55618;1
0.820318,-0.716529,-0.716529;-2.71531;1
-1.11139,0.756236,0.756236;1.23543;1
0.928413,-0.116633,-0.116633;1.54944;0
0.490789,-0.115525,-0.115525;-0.889296;0
2.5829,-1.35374,-1.35374;-2.65285;1
2.09449,0.367431,0.367431;0.3196;1
1.43745,-0.282957,-0.282957;1.71963;0
0.869112,-0.16542,-0.16542;2.89907;0
-1.78509,0.847393,0.847393;-0.528142;1
0.543429,-0.396476,-0.396476;0.43708;1
-1.84312,-0.196488,-0.196488;0.175959;1
0.129753,-0.142467,-0.142467;-0.84508;0
2.0203,0.0290284,0.0290284;4.01911;0
0.397884,1.21323,1.21323;0.859772;1
-0.115789,1.82187,1.82187;1.17768;1
0.693773,0.277096,0.277096;0.945685;1
1.11778,0.458397,0.458397;1.7068;0
0.954084,-0.299884,-0.299884;2.23171;0
-0.116152,-0.635532,-0.635532;-3.81037;1
-0.828665,-0.226557,-0.226557;0.957608;0
-1.18589,-0.310015,-0.310015;-1.95268;1
-0.643937,-1.39728,-1.39728;-0.891638;1
-0.843249,0.104796,0.104796;0.222429;1
1.25837,1.18049,1.18049;2.11741;1
0.725066,0.180129,0.180129;0.720402;1
1.63522,-1.16561,-1.16561;-2.94671;1
-0.328457,-0.45753,-0.45753;-0.834652;1
0.143634,-0.53188,-0.53188;1.22694;0
0.41177,-0.759222,-0.759222;0.801321;1
-0.649073,0.0713217,0.0713217;-1.61456;0
0.630317,-0.403268,-0.403268;1.23045;0
-0.364306,-1.32527,-1.32527;-1.74103;1
-2.06807,-0.339943,-0.339943;-2.85425;0
0.34839,-1.33669,-1.33669;2.69235;0
-0.57563,-1.1399,-1.1399;-3.65704;1
-0.0834778,-1.32496,-1.32496;-0.321859;1
0.611752,0.818091,0.818091;1.20872;0
-0.173879,-0.663632,-0.663632;-0.62054;1
-1.18531,0.358539,0.358539;-0.194339;0
-1.34343,0.22297,0.22297;-0.717289;0
-1.0876,1.99285,1.99285;0.0651474;0
1.64332,0.571393,0.571393;1.20661;1
-0.0939619,-0.293187,-0.293187;0.560791;1
0.866202,0.478272,0.478272;1.77792;1
0.20236,-0.0219752,-0.0219752;1.89359;0
1.45008,-0.694919,-0.694919;0.832193;0
0.729746,-1.08336,-1.08336;0.924271;0
-0.896336,0.184287,0.184287;0.940962;0
-0.498224,0.845339,0.845339;-0.957366;0
0.450119,0.891828,0.891828;0.145574;1
0.0154091,-0.98225,-0.98225;-0.59694;0
-0.557022,1.06309,1.06309;-2.64428;0
-1.22163,0.631945,0.631945;-0.58166;1
0.485694,-1.38924,-1.38924;-1.38478;1
0.647557,0.0216382,0.0216382;0.654572;0
0.169354,0.390635,0.390635;-0.520205;1
-1.0017,-1.26706,-1.26706;2.77608;0
1.15877,0.513568,0.513568;1.62013;0
-0.373633,0.306104,0.306104;-1.58416;0
0.377999,-1.98155,-1.98155;-1.91327;1
-0.728293,0.998358,0.998358;0.475853;0
-1.39121,-0.353399,-0.353399;-1.13799;1
-0.122845,-0.969777,-0.969777;-2.04969;1
-0.0801299,-0.277615,-0.277615;-0.0932378;0
-0.398566,0.154366,0.154366;0.149197;1
-0.794302,0.69821,0.69821;-2.62009;0
0.176316,1.61235,1.61235;1.46984;1
-1.76319,-0.672703,-0.672703;-1.54866;0
2.22207,-0.620492,-0.620492;1.98276;0
0.288746,-0.577137,-0.577137;-1.01011;1
-0.406169,-0.158573,-0.158573;-1.54011;0
-0.275786,-1.21194,-1.21194;-1.46504;1
1.3319,1.29879,1.29879;2.1228;1
1.51042,-0.697006,-0.697006;1.33894;1
-0.657381,-0.943746,-0.943746;1.57435;0
-0.574687,0.63555,0.63555;2.8098;1
-0.998666,0.974616,0.974616;-1.42873;0
0.569658,1.15536,1.15536;0.43971;0
1.0068,0.172888,0.172888;2.51967;1
0.70624,-1.50665,-1.50665;0.551149;0
0.46828,-0.57038,-0.57038;-0.172077;1
-1.48997,-0.194229,-0.194229;-0.829339;0
1.68491,-1.4976,-1.4976;-1.63036;1
-1.59249,0.100438,0.100438;0.575535;0
-2.33974,0.839519,0.839519;-1.17163;1
-0.20813,-0.582869,-0.582869;-1.60288;0
0.101708,1.08145,1.08145;-0.292778;1
0.855036,-0.0571433,-0.0571433;2.80405;0
0.61199,0.399119,0.399119;-1.42043;0
1.5874,1.28178,1.28178;1.96824;0
1.30759,-0.975054,-0.975054;-0.439911;1
-1.23677,0.00357416,0.00357416;1.11677;1
1.93822,0.708499,0.708499;1.37814;1
-0.0307177,0.108684,0.108684;1.4093;1
2.33225,0.684943,0.684943;3.85934;0
-1.46842,-1.92265,-1.92265;-2.12564;1
0.611241,-1.80048,-1.80048;-0.522176;0
-1.24312,0.247107,0.247107;-1.69065;0
1.55063,-0.603133,-0.603133;0.201303;1
-0.0472402,-0.706197,-0.706197;1.63711;0
-0.716203,-1.27108,-1.27108;-0.803341;1
1.78983,0.150355,0.150355;3.27299;1
1.44514,-0.881571,-0.881571;0.73358;1
1.52034,0.632025,0.632025;0.40696;0
-1.0714,1.25511,1.25511;0.326371;1
-0.697966,-0.850992,-0.850992;-0.132247;1
-1.02195,-0.172947,-0.172947;1.17897;1
-1.26936,-0.356334,-0.356334;-1.08531;0
0.820581,-0.270285,-0.270285;-0.366686;0
0.33478,-1.07287,-1.07287;-1.13161;1
0.368649,-0.331594,-0.331594;0.736621;1
-0.436572,-0.707434,-0.707434;-0.37281;1
0.614253,-0.284634,-0.284634;-0.258148;0
1.46377,0.821918,0.821918;2.51672;0
-0.13027,-0.789596,-0.789596;-3.89989;1
-2.46423,-0.700253,-0.700253;-0.312535;0
0.504693,1.07544,1.07544;0.156225;0
0.252766,0.461632,0.461632;2.06818;0
-0.135409,1.28477,1.28477;-0.381657;0
-1.87473,0.819804,0.819804;0.74668;1
-0.99039,0.665238,0.665238;-1.50688;0
-1.25203,0.279175,0.279175;-0.51168;1
-1.52268,0.886283,0.886283;-1.73114;0
-0.0463721,1.84547,1.84547;2.36244;1
-0.26428,0.274962,0.274962;0.202942;1
0.235628,0.713161,0.713161;-0.317471;0
3.07807,-0.914066,-0.914066;-1.75384;1
-1.68961,0.873066,0.873066;-0.818002;0
0.541883,-1.49155,-1.49155;-1.08107;0
0.868641,0.987859,0.987859;-0.664857;1
0.927868,-2.15823,-2.15823;-2.76948;1
0.627055,1.23059,1.23059;0.355716;1
-1.70414,-2.00769,-2.00769;-2.15837;1
0.594533,0.968681,0.968681;0.109061;0
-1.37831,-0.0920975,-0.0920975;1.09847;1
-0.215659,-1.87314,-1.87314;0.791705;0
0.346411,-0.824573,-0.824573;-0.245289;0
0.593454,-0.147668,-0.147668;0.552761;1
0.19172,0.73627,0.73627;1.26141;0
-0.0052151,-0.0315682,-0.0315682;0.919642;0
1.61632,-0.564105,-0.564105;1.63961;1
0.259424,-2.99957,-2.99957;-2.08776;1
-1.30389,0.494182,0.494182;2.87362;1
1.01232,0.769573,0.769573;1.84985;0
-0.402247,-0.11609,-0.11609;0.922746;1
-0.650917,0.207213,0.207213;0.57899;1
1.88807,-0.278314,-0.278314;-0.892325;0
0.562063,-0.648393,-0.648393;1.23935;1
0.0420631,0.2854,0.2854;-0.00814555;0
-0.0985088,-0.484949,-0.484949;-2.00202;0
-0.284204,1.40135,1.40135;-0.479216;0
0.469712,1.1643,1.1643;-0.0528226;1
0.166636,1.44956,1.44956;2.97535;0
0.615519,0.47872,0.47872;1.60639;0
-0.535502,0.250265,0.250265;0.943157;1
-0.503792,-0.0301554,-0.0301554;-0.534733;1
-0.991822,0.9344,0.9344;-0.457795;1
1.29739,-0.67998,-0.67998;1.02329;0
-0.610442,-0.858988,-0.858988;1.14596;1
0.515673,-0.253836,-0.253836;0.246489;1
0.619542,-0.403114,-0.403114;-1.0485;1
-0.454966,0.050122,0.050122;-0.60554;0
0.64157,-0.0418458,-0.0418458;1.36392;0
1.04723,0.362491,0.362491;1.11234;0
-0.622064,0.881271,0.881271;-0.639636;0
0.467984,0.686313,0.686313;0.993407;1
1.88894,0.509108,0.509108;-0.265366;0
0.208773,0.00865005,0.00865005;-0.441264;0
-0.412541,-0.683769,-0.683769;-1.11929;0
-0.394119,-0.888327,-0.888327;0.185014;0
-1.05246,-0.708559,-0.708559;-3.38082;0
0.801573,0.870866,0.870866;1.16559;1
0.503695,-0.254395,-0.254395;0.622465;0
-0.490797,0.818497,0.818497;0.899255;1
-0.0160609,-1.56091,-1.56091;1.38456;0
-1.04142,0.936625,0.936625;0.528891;0
-0.0364656,0.145469,0.145469;0.821184;1
0.143047,-1.21128,-1.21128;-1.97494;1
0.059336,0.728027,0.728027;0.551398;0
0.89261,1.4299,1.4299;-1.76363;0
1.12073,1.20687,1.20687;0.880975;0
-1.35391,0.419398,0.419398;-0.493249;1
0.131447,-0.2455,-0.2455;0.412512;0
1.11292,0.0796173,0.0796173;-2.81611;1
-0.223496,-0.72528,-0.72528;-1.59438;0
-0.678563,1.10334,1.10334;0.423851;0
-0.955375,-0.346562,-0.346562;-0.410399;1
-0.776972,-0.105123,-0.105123;-2.22984;0
0.634511,-0.970753,-0.970753;-0.939377;1
-0.844842,0.828787,0.828787;-0.880747;0
-0.816748,-0.533118,-0.533118;0.610116;0
0.0930895,0.477603,0.477603;-1.73347;1
-0.141879,-1.29407,-1.29407;2.00659;1
1.34424,-0.562403,-0.562403;-0.811236;0
0.493345,-0.00792491,-0.00792491;1.00799;0
-0.525643,-0.237671,-0.237671;-1.32804;1
-0.170904,1.23731,1.23731;0.595931;0
1.53724,-0.0610324,-0.0610324;-0.36904;1
0.286113,0.524397,0.524397;0.894154;1
-0.392935,-0.599995,-0.599995;2.18977;0
1.02286,-0.394774,-0.394774;1.98636;1
-0.147779,0.124506,0.124506;2.00246;0
0.0824297,-0.226469,-0.226469;-0.832869;1
-0.048046,-1.02391,-1.02391;-1.06041;0
0.299449,-0.811063,-0.811063;-0.664777;1
-1.87661,1.66334,1.66334;-4.63392;0
0.199131,-0.0287275,-0.0287275;-1.31944;1
-1.09242,-0.246234,-0.246234;-0.980287;0
2.04308,-0.800719,-0.800719;3.56581;0
-0.858891,-0.123576,-0.123576;-2.80311;0
0.373122,0.541686,0.541686;-0.215858;0
1.82921,-0.0214722,-0.0214722;-0.585009;1
-1.14069,-0.404873,-0.404873;2.15388;1
1.66737,-0.981423,-0.981423;0.90031;1
0.338592,-0.59721,-0.59721;-1.23738;1
0.818099,0.789299,0.789299;1.09692;1
-0.887598,-0.794512,-0.794512;-2.1507;0
-0.935187,0.655475,0.655475;-0.426023;0
0.40748,-0.677513,-0.677513;-1.36362;1
-0.576481,1.34972,1.34972;3.14556;1
0.240621,-0.229585,-0.229585;-0.478594;1
-1.63098,-1.66281,-1.66281;-0.329922;0
0.132225,-1.67013,-1.67013;1.41776;0
0.629736,-0.380776,-0.380776;0.0996979;1
0.147084,1.40152,1.40152;1.07566;1
-0.64446,-0.298828,-0.298828;-0.0900703;1
1.85111,-0.500136,-0.500136;-1.19357;1
-0.290494,-0.944189,-0.944189;-0.884621;0
-0.0353872,-1.46782,-1.46782;0.0596488;0
0.734947,-0.0653385,-0.0653385;-1.80096;1
-0.771947,-0.29556,-0.29556;-1.44472;0
-0.315575,-0.675033,-0.675033;-0.0581595;0
-1.84583,-0.285997,-0.285997;1.60086;1
-0.442868,0.129795,0.129795;-1.96239;1
-0.0154241,-0.333047,-0.333047;-1.1448;0
1.13398,-0.36327,-0.36327;-0.513752;0
0.0694833,-0.889114,-0.889114;-1.76609;1
-1.37739,0.488744,0.488744;0.815068;1
-0.569718,1.89124,1.89124;2.26777;1
-1.17117,-0.255353,-0.255353;0.140822;0
1.15372,0.50941,0.50941;0.00320335;0
2.0471,0.0337101,0.0337101;0.539258;0
0.255351,0.0736142,0.0736142;-0.422677;0
-1.26464,-0.201024,-0.201024;-1.81441;0
-0.113324,-2.00911,-2.00911;-2.34368;1
-0.723323,-0.601043,-0.601043;-0.514527;0
0.497552,-0.314862,-0.314862;-0.70195;0
-0.481685,-1.46349,-1.46349;1.23111;0
0.623694,0.0869676,0.0869676;0.768473;0
-0.254315,-0.970702,-0.970702;-0.336573;0
2.07747,1.65209,1.65209;0.121414;1
0.944893,-0.950005,-0.950005;-0.556408;1
1.36263,0.0983651,0.0983651;-1.70761;1
0.0375003,-1.13451,-1.13451;-0.867347;0
0.942297,-0.67925,-0.67925;-0.0512053;1
0.648612,0.897669,0.897669;0.0404387;0
-0.137309,-1.07258,-1.07258;-0.534353;0
1.12161,0.362213,0.362213;1.58957;0
-0.398677,1.44061,1.44061;1.55095;0
-0.494754,1.01711,1.01711;-1.22235;0
-0.248209,1.32704,1.32704;-1.3514;0
0.292146,-1.22315,-1.22315;-0.309597;1
-1.75851,0.803311,0.803311;-2.22441;0
-0.0312873,0.671545,0.671545;0.266921;1
0.0173666,-0.32369,-0.32369;-1.05427;0
0.244103,-0.347345,-0.347345;-1.57878;1
-1.11694,-0.634268,-0.634268;-1.59085;0
-0.701181,-0.379518,-0.379518;0.472643;0
1.11356,0.663327,0.663327;1.28811;0
-1.16097,-1.20729,-1.20729;-1.57872;0
-1.41493,-0.100384,-0.100384;-0.944895;0
0.134289,0.216311,0.216311;1.07525;1
0.558929,0.123146,0.123146;0.252311;0
0.882447,-0.0531346,-0.0531346;-1.34325;0
-0.0360514,-0.935166,-0.935166;1.51022;0
-0.638751,0.731128,0.731128;-2.91611;0
0.357884,0.358369,0.358369;-1.00214;0
-1.6877,-1.6903,-1.6903;-4.15675;0
0.582337,-1.0485,-1.0485;-0.421225;0
0.296632,-0.309313,-0.309313;1.26334;1
1.17433,-0.254774,-0.254774;3.90845;0
0.129593,1.63485,1.63485;0.455809;1
0.767683,0.0818148,0.0818148;0.244021;0
-0.263315,1.24294,1.24294;1.58516;0
-0.724699,-1.26732,-1.26732;-1.31143;1
-0.410651,-1.73379,-1.73379;-0.877305;1
1.37248,-0.0604653,-0.0604653;1.25446;1
-0.0247351,-0.869561,-0.869561;0.415152;0
-1.21452,-0.552697,-0.552697;-3.49991;0
-0.120132,-0.576057,-0.576057;1.22559;0
-0.783355,1.094,1.094;-0.265313;1
0.162774,0.938943,0.938943;1.74791;1
-0.419341,0.0914479,0.0914479;0.340564;1
-0.21516,0.617612,0.617612;0.256087;1
-1.81339,1.10287,1.10287;-2.37576;0
-0.701143,0.794275,0.794275;0.291521;1
-0.416354,-0.133085,-0.133085;0.112634;1
1.45533,0.237679,0.237679;0.51697;1
1.34053,-0.177552,-0.177552;0.977099;0
-1.65744,1.27168,1.27168;0.867415;1
-0.0188036,0.42289,0.42289;0.320064;0
0.40271,-0.332954,-0.332954;-2.65536;0
-0.99579,-0.748874,-0.748874;1.07719;0
-1.24599,0.904215,0.904215;1.13092;0
-1.96352,1.10251,1.10251;-2.31876;0
-0.361299,1.69939,1.69939;0.499815;0
0.540277,-0.132651,-0.132651;0.105986;0
0.498085,1.09808,1.09808;2.06472;1
-0.692308,-0.92684,-0.92684;-2.61054;0
0.52171,0.527898,0.527898;0.940011;0
2.16325,-0.715947,-0.715947;-0.714673;0
-1.35425,0.283164,0.283164;-0.899774;0
-1.26181,0.161549,0.161549;-0.0911947;1
-0.103922,0.195616,0.195616;-1.13047;0
-1.47382,1.48063,1.48063;-0.0851161;0
2.29655,0.0831234,0.0831234;-0.526026;1
-1.72941,-0.270532,-0.270532;-0.290449;1
0.446498,-1.48772,-1.48772;-0.545237;0
-0.634485,-0.986865,-0.986865;-1.98057;1
0.255826,-0.0124744,-0.0124744;-1.73223;1
1.09112,-0.150335,-0.150335;1.72964;0
0.873865,0.656045,0.656045;1.7631;0
-0.869013,-0.538674,-0.538674;-1.25389;1
-1.11019,-0.502083,-0.502083;-0.292129;0
-0.0354428,0.620751,0.620751;0.900644;0
0.322386,0.669033,0.669033;0.799661;1
0.282396,-0.90834,-0.90834;-0.601448;1
-0.271233,0.908236,0.908236;-1.6347;0
-1.92374,0.465757,0.465757;-0.235141;1
-0.764425,-0.830532,-0.830532;-0.916362;1
0.351263,1.32285,1.32285;1.94165;1
1.27344,0.907988,0.907988;1.3338;1
-0.768625,-0.76377,-0.76377;-1.54449;1
0.705129,1.34477,1.34477;0.753011;1
-0.850834,1.75905,1.75905;1.75579;1
-0.584327,0.66726,0.66726;2.00414;1
1.02997,1.69199,1.69199;-0.16415;1
-0.515837,-0.426916,-0.426916;-1.49814;1
-0.495629,0.647037,0.647037;-0.231943;1
-0.527214,-1.18031,-1.18031;-0.876725;1
-0.49829,1.47139,1.47139;2.7135;1
0.933439,0.287565,0.287565;1.86016;0
-0.199214,0.622157,0.622157;0.0767661;0
0.738518,-0.454512,-0.454512;2.36787;1
0.571507,-0.47289,-0.47289;0.236796;1
-0.990736,1.06486,1.06486;1.45899;1
0.651631,1.13652,1.13652;2.67346;1
0.183272,-0.713102,-0.713102;-0.56725;1
0.137291,0.723411,0.723411;0.565131;1
-0.836251,2.41962,2.41962;-0.756182;0
-0.223235,0.872276,0.872276;1.47631;0
0.802087,0.292097,0.292097;0.667087;0
-0.10827,-0.536901,-0.536901;-0.138039;1
0.738115,-0.609805,-0.609805;0.873515;0
0.793725,-0.8425,-0.8425;-1.1303;0
-0.0642891,0.315451,0.315451;0.64354;0
-0.203617,-2.87951,-2.87951;-0.399339;0
0.634671,0.346585,0.346585;0.909212;0
0.558326,0.220245,0.220245;-0.225863;0
-1.85814,-0.816618,-0.816618;-2.41913;0
-0.410192,-0.144045,-0.144045;-0.80768;0
-0.980819,0.00862907,0.00862907;-0.316014;1
-0.18738,1.17837,1.17837;3.58247;1
-0.192285,0.44743,0.44743;1.33132;0
-1.28128,0.194713,0.194713;-1.92735;0
-0.826051,0.0967279,0.0967279;-0.976845;0
-0.62532,-0.135233,-0.135233;1.37042;1
-0.853569,1.69432,1.69432;-0.0842748;1
-2.37309,-1.5072,-1.5072;-1.30105;1
-1.53532,-0.34181,-0.34181;-1.18065;0
0.807054,-0.841279,-0.841279;-1.06247;1
1.1813,-1.40507,-1.40507;-2.40817;1
0.900803,1.05701,1.05701;0.587521;1
1.48606,-0.510895,-0.510895;0.153463;1
-0.963247,-0.62524,-0.62524;0.30734;1
0.35081,1.22123,1.22123;2.72;1
-0.920786,0.728318,0.728318;-0.560256;0
0.634779,-0.904057,-0.904057;-0.766525;0
0.264411,0.119374,0.119374;0.447019;0
0.634669,-1.26066,-1.26066;2.40108;1
-0.990986,-1.88502,-1.88502;-0.70622;0
-0.29744,1.38862,1.38862;2.94925;0
-0.0361336,-0.510492,-0.510492;-0.568506;1
-0.824749,0.547952,0.547952;0.26337;1
-2.13706,1.36321,1.36321;-4.90236;0
1.34476,0.26038,0.26038;0.915533;0
-0.978185,1.00456,1.00456;-3.65437;0
-0.921947,-0.70185,-0.70185;-0.90115;0
0.233557,-0.0675627,-0.0675627;1.53172;1
0.944479,1.12723,1.12723;1.5634;1
-0.164151,2.87938,2.87938;-1.0032;0
1.26553,0.753415,0.753415;2.69057;1
-0.896219,-1.62693,-1.62693;-1.12445;1
-0.402532,-1.03434,-1.03434;-1.09254;1
0.440136,0.160731,0.160731;-1.24577;0
0.625156,1.50522,1.50522;-0.604093;0
-2.11267,0.728113,0.728113;-1.98488;0
0.962062,-1.12724,-1.12724;2.09849;0
-0.0543274,-0.144654,-0.144654;-0.000134835;0
-0.660796,0.816401,0.816401;-0.0370797;1
0.400258,0.0329072,0.0329072;1.7328;1
1.02745,0.174832,0.174832;0.275512;0
-0.878741,0.0383788,0.0383788;-0.343742;1
-1.17218,-0.583237,-0.583237;1.18208;0
-0.725506,0.48905,0.48905;-2.37184;0
-0.886883,0.575233,0.575233;0.139767;1
-0.503417,-0.931448,-0.931448;-2.15973;0
1.00267,0.529498,0.529498;2.62122;1
-0.143895,1.6269,1.6269;1.24317;1
1.56161,-1.12435,-1.12435;0.957079;0
0.786643,1.15055,1.15055;1.23926;0
0.79449,0.0104353,0.0104353;4.22783;0
0.405903,0.309793,0.309793;-0.926176;1
-0.565955,0.702463,0.702463;-0.0931543;0
2.06705,1.53427,1.53427;3.46094;0
-0.694534,-0.0804886,-0.0804886;-0.187815;1
-2.29553,-0.0659588,-0.0659588;-1.38895;1
1.1265,1.12547,1.12547;0.709566;1
-0.579862,-0.262947,-0.262947;-0.86914;0
-0.361909,-0.661312,-0.661312;1.16529;1
1.7724,-0.249711,-0.249711;0.152621;1
0.504297,-0.0677761,-0.0677761;1.54231;1
-0.659765,1.03848,1.03848;1.43899;1
0.497978,0.662787,0.662787;3.41878;1
1.0302,-0.0347733,-0.0347733;-0.0380244;1
-1.48696,1.26505,1.26505;-1.51246;0
0.560306,0.357871,0.357871;3.25487;1
0.0623797,-1.07089,-1.07089;-1.38837;0
0.307371,0.46246,0.46246;-1.58967;1
-0.279533,0.981034,0.981034;-0.797474;1
1.39354,-0.309064,-0.309064;-0.19133;1
0.919189,-0.14941,-0.14941;3.37388;0
-0.015817,-0.748323,-0.748323;0.283874;0
1.63798,0.863558,0.863558;0.139524;1
-0.472992,0.556729,0.556729;-0.814077;0
-0.374157,0.554309,0.554309;-0.579466;0
-1.86687,1.14909,1.14909;-1.50085;0
-1.25727,0.780208,0.780208;-0.274114;0
-0.130353,-0.764012,-0.764012;-0.520068;0
-1.80398,0.685249,0.685249;0.108321;1
0.58321,-1.35118,-1.35118;-0.840335;1
-2.52629,-0.620421,-0.620421;-2.98739;1
-0.0249072,-0.761247,-0.761247;0.908265;0
0.333641,-0.642892,-0.642892;1.93331;0
0.885834,-0.25115,-0.25115;2.83948;0
-0.36885,1.91075,1.91075;1.44251;1
-0.648793,2.6186,2.6186;-1.10852;0
-0.127755,0.158792,0.158792;1.23564;0
-1.04876,-0.205595,-0.205595;0.647058;1
0.337809,-0.722534,-0.722534;-1.24698;1
0.279697,1.28703,1.28703;0.0494054;0
-1.52863,-1.19322,-1.19322;-0.822305;1
-0.0344049,0.0837099,0.0837099;1.849;1
0.736887,-1.7157,-1.7157;-3.93746;1
0.631784,0.707626,0.707626;1.04541;0
-1.7202,0.220879,0.220879;0.601578;1
